Event,Fight
UFC Fight Night: Rockhold vs Philippou,Vinc Pichel vs. Garett Whiteley
UFC Fight Night: Rockhold vs Philippou,Beneil Dariush vs. Charlie Brenneman
UFC Fight Night: Saffiedine vs Lim,Tarec Saffiedine vs. Hyun Gyu Lim
UFC Fight Night: Saffiedine vs Lim,Tatsuya Kawajiri vs. Sean Soriano
UFC Fight Night: Saffiedine vs Lim,Kiichi Kunimoto vs. Luiz Dutra
UFC Fight Night: Saffiedine vs Lim,Kyung Ho Kang vs. Shunichi Shimizu
UFC Fight Night: Saffiedine vs Lim,Max Holloway vs. Will Chope
UFC Fight Night: Saffiedine vs Lim,Katsunori Kikuno vs. Quinn Mulhern
UFC Fight Night: Saffiedine vs Lim,Royston Wee vs. Dave Galera
UFC Fight Night: Saffiedine vs Lim,Mairbek Taisumov vs. Tae Hyun Bang
UFC Fight Night: Saffiedine vs Lim,Dustin Kimura vs. Jon Delos Reyes
UFC Fight Night: Saffiedine vs Lim,Russell Doane vs. Leandro Issa
UFC 168: Weidman vs Silva 2,Chris Weidman vs. Anderson Silva
UFC 168: Weidman vs Silva 2,Ronda Rousey vs. Miesha Tate
UFC 168: Weidman vs Silva 2,Travis Browne vs. Josh Barnett
UFC 168: Weidman vs Silva 2,Jim Miller vs. Fabricio Camoes
UFC 168: Weidman vs Silva 2,Dustin Poirier vs. Diego Brandao
UFC 168: Weidman vs Silva 2,Uriah Hall vs. Chris Leben
UFC 168: Weidman vs Silva 2,Michael Johnson vs. Gleison Tibau
UFC 168: Weidman vs Silva 2,Dennis Siver vs. Manvel Gamburyan
UFC 168: Weidman vs Silva 2,John Howard vs. Siyar Bahadurzada
UFC 168: Weidman vs Silva 2,William Macario vs. Bobby Voelker
UFC 168: Weidman vs Silva 2,Robert Peralta vs. Estevan Payan
UFC on FOX: Johnson vs. Benavidez 2,Demetrious Johnson vs. Joseph Benavidez
UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald
UFC on FOX: Johnson vs. Benavidez 2,Chad Mendes vs. Nik Lentz
UFC on FOX: Johnson vs. Benavidez 2,Joe Lauzon vs. Mac Danzig
UFC on FOX: Johnson vs. Benavidez 2,Ryan LaFlare vs. Court McGee
UFC on FOX: Johnson vs. Benavidez 2,Edson Barboza vs. Danny Castillo
UFC on FOX: Johnson vs. Benavidez 2,Bobby Green vs. Pat Healy
UFC on FOX: Johnson vs. Benavidez 2,Zach Makovsky vs. Scott Jorgensen
UFC on FOX: Johnson vs. Benavidez 2,Sam Stout vs. Cody McKenzie
UFC on FOX: Johnson vs. Benavidez 2,Abel Trujillo vs. Roger Bowling
UFC on FOX: Johnson vs. Benavidez 2,Alptekin Ozkilic vs. Darren Uyenoyama
UFC Fight Night: Hunt vs Bigfoot,Mark Hunt vs. Antonio Silva
UFC Fight Night: Hunt vs Bigfoot,Mauricio Rua vs. James Te Huna
UFC Fight Night: Hunt vs Bigfoot,Ryan Bader vs. Anthony Perosh
UFC Fight Night: Hunt vs Bigfoot,Soa Palelei vs. Pat Barry
UFC Fight Night: Hunt vs Bigfoot,Clint Hester vs. Dylan Andrews
UFC Fight Night: Hunt vs Bigfoot,Bethe Correia vs. Julie Kedzie
UFC Fight Night: Hunt vs Bigfoot,Takeya Mizugaki vs. Nam Phan
UFC Fight Night: Hunt vs Bigfoot,Caio Magalhaes vs. Nick Ring
UFC Fight Night: Hunt vs Bigfoot,Justin Scoggins vs. Richie Vaculik
UFC Fight Night: Hunt vs Bigfoot,Krzysztof Jotko vs. Bruno Santos
UFC Fight Night: Hunt vs Bigfoot,Alex Garcia vs. Ben Wall
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Nate Diaz vs. Gray Maynard
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Julianna Pena vs. Jessica Rakoczy
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Chris Holdsworth vs. Davey Grant
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Jessamyn Duke vs. Peggy Morgan
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Raquel Pennington vs. Roxanne Modafferi
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Akira Corassani vs. Maximo Blanco
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Tom Niinimaki vs. Rani Yahya
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Jared Rosholt vs. Walt Harris
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Sean Spencer vs. Drew Dober
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Josh Sampo vs. Ryan Benoit
UFC 167: St-Pierre vs Hendricks,Georges St-Pierre vs. Johny Hendricks
UFC 167: St-Pierre vs Hendricks,Rashad Evans vs. Chael Sonnen
UFC 167: St-Pierre vs Hendricks,Robbie Lawler vs. Rory MacDonald
UFC 167: St-Pierre vs Hendricks,Tyron Woodley vs. Josh Koscheck
UFC 167: St-Pierre vs Hendricks,Ali Bagautinov vs. Tim Elliott
UFC 167: St-Pierre vs Hendricks,Donald Cerrone vs. Evan Dunham
UFC 167: St-Pierre vs Hendricks,Thales Leites vs. Ed Herman
UFC 167: St-Pierre vs Hendricks,Rick Story vs. Brian Ebersole
UFC 167: St-Pierre vs Hendricks,Erik Perez vs. Edwin Figueroa
UFC 167: St-Pierre vs Hendricks,Jason High vs. Anthony Lapsley
UFC 167: St-Pierre vs Hendricks,Sergio Pettis vs. Will Campuzano
UFC 167: St-Pierre vs Hendricks,Gian Villante vs. Cody Donovan
UFC Fight Night: Belfort vs Henderson 2,Vitor Belfort vs. Dan Henderson
UFC Fight Night: Belfort vs Henderson 2,Cezar Ferreira vs. Daniel Sarafian
UFC Fight Night: Belfort vs Henderson 2,Rafael Cavalcante vs. Igor Pokrajac
UFC Fight Night: Belfort vs Henderson 2,Brandon Thatch vs. Paulo Thiago
UFC Fight Night: Belfort vs Henderson 2,Ryan LaFlare vs. Santiago Ponzinibbio
UFC Fight Night: Belfort vs Henderson 2,Jeremy Stephens vs. Rony Jason
UFC Fight Night: Belfort vs Henderson 2,Sam Sicilia vs. Godofredo Pepey
UFC Fight Night: Belfort vs Henderson 2,Omari Akhmedov vs. Thiago Perpetuo
UFC Fight Night: Belfort vs Henderson 2,Thiago Tavares vs. Justin Salas
UFC Fight Night: Belfort vs Henderson 2,Adriano Martins vs. Daron Cruickshank
UFC Fight Night: Belfort vs Henderson 2,Dustin Ortiz vs. Jose Maria
UFC Fight Night: Fight for the Troops 3,Tim Kennedy vs. Rafael Natal
UFC Fight Night: Fight for the Troops 3,Alexis Davis vs. Liz Carmouche
UFC Fight Night: Fight for the Troops 3,Yoel Romero vs. Ronny Markes
UFC Fight Night: Fight for the Troops 3,Rustam Khabilov vs. Jorge Masvidal
UFC Fight Night: Fight for the Troops 3,Michael Chiesa vs. Colton Smith
UFC Fight Night: Fight for the Troops 3,Bobby Green vs. James Krause
UFC Fight Night: Fight for the Troops 3,Francisco Rivera vs. George Roop
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler
UFC Fight Night: Fight for the Troops 3,Amanda Nunes vs. Germaine de Randamie
UFC Fight Night: Fight for the Troops 3,Lorenz Larkin vs. Chris Camozzi
UFC Fight Night: Fight for the Troops 3,Yves Edwards vs. Yancy Medeiros
UFC Fight Night: Fight for the Troops 3,Seth Baczynski vs. Neil Magny
UFC Fight Night: Fight for the Troops 3,Derek Brunson vs. Brian Houston
UFC Fight Night: Machida vs Munoz,Lyoto Machida vs. Mark Munoz
UFC Fight Night: Machida vs Munoz,Ross Pearson vs. Melvin Guillard
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck
UFC Fight Night: Machida vs Munoz,Nicholas Musoke vs. Alessio Sakara
UFC Fight Night: Machida vs Munoz,John Lineker vs. Phil Harris
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig
UFC Fight Night: Machida vs Munoz,Jessica Andrade vs. Rosi Sexton
UFC Fight Night: Machida vs Munoz,Cole Miller vs. Andy Ogle
UFC Fight Night: Machida vs Munoz,Jimy Hettes vs. Robert Whiteford
UFC Fight Night: Machida vs Munoz,Brad Scott vs. Michael Kuiper
UFC 166: Velasquez vs Dos Santos 3,Cain Velasquez vs. Junior Dos Santos
UFC 166: Velasquez vs Dos Santos 3,Daniel Cormier vs. Roy Nelson
UFC 166: Velasquez vs Dos Santos 3,Gilbert Melendez vs. Diego Sanchez
UFC 166: Velasquez vs Dos Santos 3,Gabriel Gonzaga vs. Shawn Jordan
UFC 166: Velasquez vs Dos Santos 3,John Dodson vs. Darrell Montague
UFC 166: Velasquez vs Dos Santos 3,Tim Boetsch vs. CB Dollaway
UFC 166: Velasquez vs Dos Santos 3,Hector Lombard vs. Nate Marquardt
UFC 166: Velasquez vs Dos Santos 3,Sarah Kaufman vs. Jessica Eye
UFC 166: Velasquez vs Dos Santos 3,KJ Noons vs. George Sotiropoulos
UFC 166: Velasquez vs Dos Santos 3,Adlan Amagov vs. TJ Waldburger
UFC 166: Velasquez vs Dos Santos 3,Tony Ferguson vs. Mike Rio
UFC 166: Velasquez vs Dos Santos 3,Andre Fili vs. Jeremy Larsen
UFC 166: Velasquez vs Dos Santos 3,Kyoji Horiguchi vs. Dustin Pague
UFC Fight Night: Maia vs Shields,Jake Shields vs. Demian Maia
UFC Fight Night: Maia vs Shields,Dong Hyun Kim vs. Erick Silva
UFC Fight Night: Maia vs Shields,Thiago Silva vs. Matt Hamill
UFC Fight Night: Maia vs Shields,Fabio Maldonado vs. Joey Beltran
UFC Fight Night: Maia vs Shields,Rousimar Palhares vs. Mike Pierce
UFC Fight Night: Maia vs Shields,Raphael Assuncao vs. TJ Dillashaw
UFC Fight Night: Maia vs Shields,Igor Araujo vs. Ildemar Alcantara
UFC Fight Night: Maia vs Shields,Yan Cabral vs. David Mitchell
UFC Fight Night: Maia vs Shields,Chris Cariaso vs. Iliarde Santos
UFC Fight Night: Maia vs Shields,Alan Patrick vs. Garett Whiteley
UFC 165: Jones vs Gustafsson,Jon Jones vs. Alexander Gustafsson
UFC 165: Jones vs Gustafsson,Renan Barao vs. Eddie Wineland
UFC 165: Jones vs Gustafsson,Brendan Schaub vs. Matt Mitrione
UFC 165: Jones vs Gustafsson,Francis Carmont vs. Constantinos Philippou
UFC 165: Jones vs Gustafsson,Khabib Nurmagomedov vs. Pat Healy
UFC 165: Jones vs Gustafsson,Myles Jury vs. Mike Ricci
UFC 165: Jones vs Gustafsson,Wilson Reis vs. Ivan Menjivar
UFC 165: Jones vs Gustafsson,Stephen Thompson vs. Chris Clements
UFC 165: Jones vs Gustafsson,Mitch Gagnon vs. Dustin Kimura
UFC 165: Jones vs Gustafsson,John Makdessi vs. Renee Forte
UFC 165: Jones vs Gustafsson,Michel Prazeres vs. Jesse Ronson
UFC 165: Jones vs Gustafsson,Alex Caceres vs. Roland Delorme
UFC 165: Jones vs Gustafsson,Daniel Omielanczuk vs. Nandor Guelmino
UFC Fight Night: Teixeira vs Bader,Glover Teixeira vs. Ryan Bader
UFC Fight Night: Teixeira vs Bader,Jacare Souza vs. Yushin Okami
UFC Fight Night: Teixeira vs Bader,Joseph Benavidez vs. Jussier Formiga
UFC Fight Night: Teixeira vs Bader,Piotr Hallmann vs. Francisco Trinaldo
UFC Fight Night: Teixeira vs Bader,Rafael Natal vs. Tor Troeng
UFC Fight Night: Teixeira vs Bader,Ali Bagautinov vs. Marcos Vinicius
UFC Fight Night: Teixeira vs Bader,Edimilson Souza vs. Felipe Arantes
UFC Fight Night: Teixeira vs Bader,Lucas Martins vs. Ramiro Hernandez
UFC Fight Night: Teixeira vs Bader,Elias Silverio vs. Joao Zeferino
UFC Fight Night: Teixeira vs Bader,Ivan Jorge vs. Keith Wisniewski
UFC Fight Night: Teixeira vs Bader,Sean Spencer vs. Yuri Villefort
UFC 164: Henderson vs Pettis 2,Anthony Pettis vs. Benson Henderson
UFC 164: Henderson vs Pettis 2,Josh Barnett vs. Frank Mir
UFC 164: Henderson vs Pettis 2,Chad Mendes vs. Clay Guida
UFC 164: Henderson vs Pettis 2,Ben Rothwell vs. Brandon Vera
UFC 164: Henderson vs Pettis 2,Dustin Poirier vs. Erik Koch
UFC 164: Henderson vs Pettis 2,Gleison Tibau vs. Jamie Varner
UFC 164: Henderson vs Pettis 2,Tim Elliott vs. Louis Gaudinot
UFC 164: Henderson vs Pettis 2,Hyun Gyu Lim vs. Pascal Krauss
UFC 164: Henderson vs Pettis 2,Chico Camus vs. Kyung Ho Kang
UFC 164: Henderson vs Pettis 2,Soa Palelei vs. Nikita Krylov
UFC 164: Henderson vs Pettis 2,Al Iaquinta vs. Ryan Couture
UFC 164: Henderson vs Pettis 2,Magnus Cedenblad vs. Jared Hamman
UFC Fight Night: Condit vs Kampmann 2,Carlos Condit vs. Martin Kampmann
UFC Fight Night: Condit vs Kampmann 2,Rafael Dos Anjos vs. Donald Cerrone
UFC Fight Night: Condit vs Kampmann 2,Kelvin Gastelum vs. Brian Melancon
UFC Fight Night: Condit vs Kampmann 2,Court McGee vs. Robert Whittaker
UFC Fight Night: Condit vs Kampmann 2,Takeya Mizugaki vs. Erik Perez
UFC Fight Night: Condit vs Kampmann 2,Brad Tavares vs. Robert McDaniel
UFC Fight Night: Condit vs Kampmann 2,Dylan Andrews vs. Papy Abedi
UFC Fight Night: Condit vs Kampmann 2,Brandon Thatch vs. Justin Edwards
UFC Fight Night: Condit vs Kampmann 2,Darren Elkins vs. Hatsu Hioki
UFC Fight Night: Condit vs Kampmann 2,Jason High vs. James Head
UFC Fight Night: Condit vs Kampmann 2,Zak Cummings vs. Ben Alloway
UFC Fight Night: Condit vs Kampmann 2,Roger Bowling vs. Abel Trujillo
UFC Fight Night: Shogun vs Sonnen,Chael Sonnen vs. Mauricio Rua
UFC Fight Night: Shogun vs Sonnen,Travis Browne vs. Alistair Overeem
UFC Fight Night: Shogun vs Sonnen,Urijah Faber vs. Iuri Alcantara
UFC Fight Night: Shogun vs Sonnen,Matt Brown vs. Mike Pyle
UFC Fight Night: Shogun vs Sonnen,John Howard vs. Uriah Hall
UFC Fight Night: Shogun vs Sonnen,Michael Johnson vs. Joe Lauzon
UFC Fight Night: Shogun vs Sonnen,Michael McDonald vs. Brad Pickett
UFC Fight Night: Shogun vs Sonnen,Conor McGregor vs. Max Holloway
UFC Fight Night: Shogun vs Sonnen,Steven Siler vs. Mike Brown
UFC Fight Night: Shogun vs Sonnen,Diego Brandao vs. Daniel Pineda
UFC Fight Night: Shogun vs Sonnen,Manvel Gamburyan vs. Cole Miller
UFC Fight Night: Shogun vs Sonnen,Ovince Saint Preux vs. Cody Donovan
UFC Fight Night: Shogun vs Sonnen,James Vick vs. Ramsey Nijem
UFC 163: Aldo vs Jung,Jose Aldo vs. Chan Sung Jung
UFC 163: Aldo vs Jung,Phil Davis vs. Lyoto Machida
UFC 163: Aldo vs Jung,Cezar Ferreira vs. Thiago Santos
UFC 163: Aldo vs Jung,Thales Leites vs. Tom Watson
UFC 163: Aldo vs Jung,John Lineker vs. Jose Maria
UFC 163: Aldo vs Jung,Anthony Perosh vs. Vinny Magalhaes
UFC 163: Aldo vs Jung,Amanda Nunes vs. Sheila Gaff
UFC 163: Aldo vs Jung,Sergio Moraes vs. Neil Magny
UFC 163: Aldo vs Jung,Ian McCall vs. Iliarde Santos
UFC 163: Aldo vs Jung,Rani Yahya vs. Josh Clopton
UFC 163: Aldo vs Jung,Francimar Barroso vs. Ednaldo Oliveira
UFC 163: Aldo vs Jung,Viscardi Andrade vs. Bristol Marunde
UFC on FOX: Johnson vs Moraga,Demetrious Johnson vs. John Moraga
UFC on FOX: Johnson vs Moraga,Rory MacDonald vs. Jake Ellenberger
UFC on FOX: Johnson vs Moraga,Robbie Lawler vs. Bobby Voelker
UFC on FOX: Johnson vs Moraga,Liz Carmouche vs. Jessica Andrade
UFC on FOX: Johnson vs Moraga,Jorge Masvidal vs. Michael Chiesa
UFC on FOX: Johnson vs Moraga,Danny Castillo vs. Tim Means
UFC on FOX: Johnson vs Moraga,Melvin Guillard vs. Mac Danzig
UFC on FOX: Johnson vs Moraga,Daron Cruickshank vs. Yves Edwards
UFC on FOX: Johnson vs Moraga,Ed Herman vs. Trevor Smith
UFC on FOX: Johnson vs Moraga,Germaine de Randamie vs. Julie Kedzie
UFC on FOX: Johnson vs Moraga,Justin Salas vs. Aaron Riley
UFC on FOX: Johnson vs Moraga,Yaotzin Meza vs. John Albert
UFC 162: Silva vs Weidman,Chris Weidman vs. Anderson Silva
UFC 162: Silva vs Weidman,Frankie Edgar vs. Charles Oliveira
UFC 162: Silva vs Weidman,Tim Kennedy vs. Roger Gracie
UFC 162: Silva vs Weidman,Mark Munoz vs. Tim Boetsch
UFC 162: Silva vs Weidman,Cub Swanson vs. Dennis Siver
UFC 162: Silva vs Weidman,Andrew Craig vs. Chris Leben
UFC 162: Silva vs Weidman,Norman Parke vs. Kazuki Tokudome
UFC 162: Silva vs Weidman,Gabriel Gonzaga vs. Dave Herman
UFC 162: Silva vs Weidman,Edson Barboza vs. Rafaello Oliveira
UFC 162: Silva vs Weidman,Brian Melancon vs. Seth Baczynski
UFC 162: Silva vs Weidman,Mike Pierce vs. David Mitchell
UFC 161: Evans vs Henderson,Rashad Evans vs. Dan Henderson
UFC 161: Evans vs Henderson,Stipe Miocic vs. Roy Nelson
UFC 161: Evans vs Henderson,Ryan Jimmo vs. Igor Pokrajac
UFC 161: Evans vs Henderson,Alexis Davis vs. Rosi Sexton
UFC 161: Evans vs Henderson,Shawn Jordan vs. Pat Barry
UFC 161: Evans vs Henderson,Jake Shields vs. Tyron Woodley
UFC 161: Evans vs Henderson,James Krause vs. Sam Stout
UFC 161: Evans vs Henderson,Sean Pierson vs. Kenny Robertson
UFC 161: Evans vs Henderson,Roland Delorme vs. Edwin Figueroa
UFC 161: Evans vs Henderson,Mitch Clarke vs. John Maguire
UFC 161: Evans vs Henderson,Yves Jabouin vs. Dustin Pague
UFC on FUEL TV: Nogueira vs. Werdum,Fabricio Werdum vs. Antonio Rodrigo Nogueira
UFC on FUEL TV: Nogueira vs. Werdum,Leonardo Santos vs. William Macario
UFC on FUEL TV: Nogueira vs. Werdum,Thiago Silva vs. Rafael Cavalcante
UFC on FUEL TV: Nogueira vs. Werdum,Erick Silva vs. Jason High
UFC on FUEL TV: Nogueira vs. Werdum,Daniel Sarafian vs. Eddie Mendez
UFC on FUEL TV: Nogueira vs. Werdum,Rony Jason vs. Mike Wilkinson
UFC on FUEL TV: Nogueira vs. Werdum,Raphael Assuncao vs. Vaughan Lee
UFC on FUEL TV: Nogueira vs. Werdum,Felipe Arantes vs. Godofredo Pepey
UFC on FUEL TV: Nogueira vs. Werdum,Ildemar Alcantara vs. Leandro Silva
UFC on FUEL TV: Nogueira vs. Werdum,Rodrigo Damm vs. Mizuto Hirota
UFC on FUEL TV: Nogueira vs. Werdum,Caio Magalhaes vs. Karlos Vemola
UFC on FUEL TV: Nogueira vs. Werdum,Antonio Braga Neto vs. Anthony Smith
UFC 160: Velasquez vs Silva 2,Cain Velasquez vs. Antonio Silva
UFC 160: Velasquez vs Silva 2,Junior Dos Santos vs. Mark Hunt
UFC 160: Velasquez vs Silva 2,Glover Teixeira vs. James Te Huna
UFC 160: Velasquez vs Silva 2,TJ Grant vs. Gray Maynard
UFC 160: Velasquez vs Silva 2,Donald Cerrone vs. KJ Noons
UFC 160: Velasquez vs Silva 2,Mike Pyle vs. Rick Story
UFC 160: Velasquez vs Silva 2,Dennis Bermudez vs. Max Holloway
UFC 160: Velasquez vs Silva 2,Robert Whittaker vs. Colton Smith
UFC 160: Velasquez vs Silva 2,Khabib Nurmagomedov vs. Abel Trujillo
UFC 160: Velasquez vs Silva 2,Stephen Thompson vs. Nah-Shon Burrell
UFC 160: Velasquez vs Silva 2,George Roop vs. Brian Bowles
UFC 160: Velasquez vs Silva 2,Jeremy Stephens vs. Estevan Payan
UFC on FX: Belfort vs. Rockhold,Vitor Belfort vs. Luke Rockhold
UFC on FX: Belfort vs. Rockhold,Jacare Souza vs. Chris Camozzi
UFC on FX: Belfort vs. Rockhold,Rafael Dos Anjos vs. Evan Dunham
UFC on FX: Belfort vs. Rockhold,Rafael Natal vs. Joao Zeferino
UFC on FX: Belfort vs. Rockhold,Nik Lentz vs. Hacran Dias
UFC on FX: Belfort vs. Rockhold,Francisco Trinaldo vs. Mike Rio
UFC on FX: Belfort vs. Rockhold,Gleison Tibau vs. John Cholish
UFC on FX: Belfort vs. Rockhold,Paulo Thiago vs. Michel Prazeres
UFC on FX: Belfort vs. Rockhold,Iuri Alcantara vs. Iliarde Santos
UFC on FX: Belfort vs. Rockhold,Fabio Maldonado vs. Roger Hollett
UFC on FX: Belfort vs. Rockhold,John Lineker vs. Azamat Gashimov
UFC on FX: Belfort vs. Rockhold,Jussier Formiga vs. Chris Cariaso
UFC on FX: Belfort vs. Rockhold,Lucas Martins vs. Jeremy Larsen
UFC 159: Jones vs Sonnen,Jon Jones vs. Chael Sonnen
UFC 159: Jones vs Sonnen,Michael Bisping vs. Alan Belcher
UFC 159: Jones vs Sonnen,Roy Nelson vs. Cheick Kongo
UFC 159: Jones vs Sonnen,Phil Davis vs. Vinny Magalhaes
UFC 159: Jones vs Sonnen,Jim Miller vs. Pat Healy
UFC 159: Jones vs Sonnen,Rustam Khabilov vs. Yancy Medeiros
UFC 159: Jones vs Sonnen,Ovince Saint Preux vs. Gian Villante
UFC 159: Jones vs Sonnen,Sara McMann vs. Sheila Gaff
UFC 159: Jones vs Sonnen,Bryan Caraway vs. Johnny Bedford
UFC 159: Jones vs Sonnen,Cody McKenzie vs. Leonard Garcia
UFC 159: Jones vs Sonnen,Steven Siler vs. Kurt Holobaugh
UFC on FOX: Henderson vs Melendez,Benson Henderson vs. Gilbert Melendez
UFC on FOX: Henderson vs Melendez,Daniel Cormier vs. Frank Mir
UFC on FOX: Henderson vs Melendez,Josh Thomson vs. Nate Diaz
UFC on FOX: Henderson vs Melendez,Matt Brown vs. Jordan Mein
UFC on FOX: Henderson vs Melendez,Chad Mendes vs. Darren Elkins
UFC on FOX: Henderson vs Melendez,Francis Carmont vs. Lorenz Larkin
UFC on FOX: Henderson vs Melendez,Myles Jury vs. Ramsey Nijem
UFC on FOX: Henderson vs Melendez,Joseph Benavidez vs. Darren Uyenoyama
UFC on FOX: Henderson vs Melendez,Jorge Masvidal vs. Tim Means
UFC on FOX: Henderson vs Melendez,TJ Dillashaw vs. Hugo Viana
UFC on FOX: Henderson vs Melendez,Anthony Njokuani vs. Roger Bowling
UFC on FOX: Henderson vs Melendez,Yoel Romero vs. Clifford Starks
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Urijah Faber vs. Scott Jorgensen
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Kelvin Gastelum vs. Uriah Hall
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Cat Zingano vs. Miesha Tate
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Travis Browne vs. Gabriel Gonzaga
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Robert McDaniel vs. Gilbert Smith
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Josh Samman vs. Kevin Casey
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Luke Barnatt vs. Collin Hart
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Dylan Andrews vs. Jimmy Quinlan
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Clint Hester vs. Bristol Marunde
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Cole Miller vs. Bart Palaszewski
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Maximo Blanco vs. Sam Sicilia
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Daniel Pineda vs. Justin Lawrence
UFC on FUEL TV: Mousasi vs Latifi,Gegard Mousasi vs. Ilir Latifi
UFC on FUEL TV: Mousasi vs Latifi,Ross Pearson vs. Ryan Couture
UFC on FUEL TV: Mousasi vs Latifi,Matt Mitrione vs. Philip De Fries
UFC on FUEL TV: Mousasi vs Latifi,Brad Pickett vs. Mike Easton
UFC on FUEL TV: Mousasi vs Latifi,Diego Brandao vs. Pablo Garza
UFC on FUEL TV: Mousasi vs Latifi,Akira Corassani vs. Robert Peralta
UFC on FUEL TV: Mousasi vs Latifi,Reza Madadi vs. Michael Johnson
UFC on FUEL TV: Mousasi vs Latifi,Tor Troeng vs. Adam Cella
UFC on FUEL TV: Mousasi vs Latifi,Adlan Amagov vs. Chris Spang
UFC on FUEL TV: Mousasi vs Latifi,Conor McGregor vs. Marcus Brimage
UFC on FUEL TV: Mousasi vs Latifi,Ryan LaFlare vs. Ben Alloway
UFC on FUEL TV: Mousasi vs Latifi,Tom Lawlor vs. Michael Kuiper
UFC on FUEL TV: Mousasi vs Latifi,Papy Abedi vs. Besam Yousef
UFC 158: St-Pierre vs Diaz,Georges St-Pierre vs. Nick Diaz
UFC 158: St-Pierre vs Diaz,Johny Hendricks vs. Carlos Condit
UFC 158: St-Pierre vs Diaz,Jake Ellenberger vs. Nate Marquardt
UFC 158: St-Pierre vs Diaz,Chris Camozzi vs. Nick Ring
UFC 158: St-Pierre vs Diaz,Mike Ricci vs. Colin Fletcher
UFC 158: St-Pierre vs Diaz,Patrick Cote vs. Bobby Voelker
UFC 158: St-Pierre vs Diaz,Darren Elkins vs. Antonio Carvalho
UFC 158: St-Pierre vs Diaz,Jordan Mein vs. Dan Miller
UFC 158: St-Pierre vs Diaz,John Makdessi vs. Daron Cruickshank
UFC 158: St-Pierre vs Diaz,Rick Story vs. Quinn Mulhern
UFC 158: St-Pierre vs Diaz,TJ Dillashaw vs. Issei Tamura
UFC 158: St-Pierre vs Diaz,George Roop vs. Reuben Duran
UFC on FUEL TV: Silva vs. Stann,Wanderlei Silva vs. Brian Stann
UFC on FUEL TV: Silva vs. Stann,Mark Hunt vs. Stefan Struve
UFC on FUEL TV: Silva vs. Stann,Diego Sanchez vs. Takanori Gomi
UFC on FUEL TV: Silva vs. Stann,Yushin Okami vs. Hector Lombard
UFC on FUEL TV: Silva vs. Stann,Rani Yahya vs. Mizuto Hirota
UFC on FUEL TV: Silva vs. Stann,Dong Hyun Kim vs. Siyar Bahadurzada
UFC on FUEL TV: Silva vs. Stann,Brad Tavares vs. Riki Fukuda
UFC on FUEL TV: Silva vs. Stann,Takeya Mizugaki vs. Bryan Caraway
UFC on FUEL TV: Silva vs. Stann,Kazuki Tokudome vs. Cristiano Marcello
UFC on FUEL TV: Silva vs. Stann,Alex Caceres vs. Kyung Ho Kang
UFC on FUEL TV: Silva vs. Stann,Hyun Gyu Lim vs. Marcelo Guimaraes
UFC 157: Rousey vs Carmouche,Ronda Rousey vs. Liz Carmouche
UFC 157: Rousey vs Carmouche,Lyoto Machida vs. Dan Henderson
UFC 157: Rousey vs Carmouche,Urijah Faber vs. Ivan Menjivar
UFC 157: Rousey vs Carmouche,Court McGee vs. Josh Neer
UFC 157: Rousey vs Carmouche,Robbie Lawler vs. Josh Koscheck
UFC 157: Rousey vs Carmouche,Brendan Schaub vs. Lavar Johnson
UFC 157: Rousey vs Carmouche,Michael Chiesa vs. Anton Kuivanen
UFC 157: Rousey vs Carmouche,Dennis Bermudez vs. Matt Grice
UFC 157: Rousey vs Carmouche,Sam Stout vs. Caros Fodor
UFC 157: Rousey vs Carmouche,Kenny Robertson vs. Brock Jardine
UFC 157: Rousey vs Carmouche,Neil Magny vs. Jon Manley
UFC 157: Rousey vs Carmouche,Nah-Shon Burrell vs. Yuri Villefort
