EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS
UFC 64: Unstoppable,Yushin Okami vs. Kalib Starnes,W/L,Middleweight Bout,KO/TKO ,3,1:40,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Back Control 
UFC 64: Unstoppable,Clay Guida vs. Justin James,W/L,Lightweight Bout,Submission ,2,4:42,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
UFC 64: Unstoppable,Kurt Pellegrino vs. Junior Assuncao,W/L,Lightweight Bout,Submission ,1,2:04,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke 
Ortiz vs Shamrock 3: The Final Chapter,Tito Ortiz vs. Ken Shamrock,W/L,Light Heavyweight Bout,KO/TKO ,1,2:23,3 Rnd (5-5-5),John McCarthy,Punches to Head From Guard 
Ortiz vs Shamrock 3: The Final Chapter,Kendall Grove vs. Chris Price,W/L,Middleweight Bout,KO/TKO ,1,3:59,3 Rnd (5-5-5),Troy Waugh,Elbows to Head From MountSubmission to Strikes
Ortiz vs Shamrock 3: The Final Chapter,Jason MacDonald vs. Ed Herman,W/L,Middleweight Bout,Submission ,1,2:43,3 Rnd (5-5-5),Jorge Alonso,Triangle Choke From Bottom Guard 
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Ross 28 - 29.Jeff Mullen 27 - 30.Tim Vannatta 28 - 29.
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt vs. Crafton Wallace,W/L,Middleweight Bout,Submission ,2,1:14,3 Rnd (5-5-5),Troy Waugh,Rear Naked Choke 
Ortiz vs Shamrock 3: The Final Chapter,Tony DeSouza vs. Dustin Hazelett,W/L,Welterweight Bout,Submission ,1,3:59,3 Rnd (5-5-5),Marco Lopez,Kimura From Side Control 
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Jeff Mullen 28 - 29.Mike Ross 28 - 29.Peter Trematerra 28 - 29.
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Troy Waugh,Mike Ross 27 - 30.Michael Pernick 27 - 30.Tim Vannatta 27 - 30.
Ortiz vs Shamrock 3: The Final Chapter,Marcus Davis vs. Forrest Petz,W/L,Welterweight Bout,Submission ,1,4:58,3 Rnd (5-5-5),Jorge Alonso,Guillotine Choke After Drop to Guard 
UFC 63: Hughes vs Penn,Matt Hughes vs. BJ Penn,W/L,UFC Welterweight Title Bout,KO/TKO ,3,3:53,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head From Crucifix 
UFC 63: Hughes vs Penn,Mike Swick vs. David Loiseau,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Richard Bertrand 28 - 29.Nelson Hamilton 28 - 29.Alejandro Rochin 28 - 29.
UFC 63: Hughes vs Penn,Melvin Guillard vs. Gabe Ruediger,W/L,Lightweight Bout,KO/TKO ,2,1:01,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance 
UFC 63: Hughes vs Penn,Rashad Evans vs. Jason Lambert,W/L,Light Heavyweight Bout,KO/TKO ,2,2:22,3 Rnd (5-5-5),John McCarthy,Punches to Head From Mount 
UFC 63: Hughes vs Penn,Joe Lauzon vs. Jens Pulver,W/L,Lightweight Bout,KO/TKO ,1,0:48,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance 
UFC 63: Hughes vs Penn,Roger Huerta vs. Jason Dent,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Alejandro Rochin 27 - 30.Hector Hernandez 27 - 30.Richard Bertrand 27 - 30.
UFC 63: Hughes vs Penn,Eddie Sanchez vs. Mario Neto,W/L,Heavyweight Bout,KO/TKO ,2,0:17,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
UFC 63: Hughes vs Penn,Jorge Gurgel vs. Danny Abbadi,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 29 - 28.Nelson Hamilton 28 - 29.Alejandro Rochin 28 - 29.
UFC 63: Hughes vs Penn,Tyson Griffin vs. David Lee,W/L,Lightweight Bout,Submission ,1,1:50,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
UFC 62: Liddell vs Sobral,Chuck Liddell vs. Renato Sobral,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,1,1:35,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head At Distance 
UFC 62: Liddell vs Sobral,Forrest Griffin vs. Stephan Bonnar,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30.Cecil Peoples 27 - 30.Glenn Trowbridge 27 - 30.
UFC 62: Liddell vs Sobral,Nick Diaz vs. Josh Neer,W/L,Welterweight Bout,Submission ,3,1:42,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control 
UFC 62: Liddell vs Sobral,Cheick Kongo vs. Christian Wellisch,W/L,Heavyweight Bout,KO/TKO ,1,2:51,3 Rnd (5-5-5),Mario Yamasaki,Knee to Head At Distance 
UFC 62: Liddell vs Sobral,Hermes Franca vs. Jamie Varner,W/L,Lightweight Bout,Submission ,3,3:31,3 Rnd (5-5-5),John McCarthy,Armbar From Bottom Guard 
UFC 62: Liddell vs Sobral,Eric Schafer vs. Rob MacDonald,W/L,Light Heavyweight Bout,Submission ,1,2:26,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side ControlTechnical Submission
UFC 62: Liddell vs Sobral,Wilson Gouveia vs. Wes Combs,W/L,Light Heavyweight Bout,Submission ,1,3:23,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
UFC 62: Liddell vs Sobral,David Heath vs. Cory Walmsley,W/L,Light Heavyweight Bout,Submission ,1,2:32,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke 
UFC 62: Liddell vs Sobral,Yushin Okami vs. Alan Belcher,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 27 - 30.Lester Griffin 27 - 30.Adalaide Byrd 28 - 29.
UFC Fight Night 6,Diego Sanchez vs. Karo Parisyan,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Nelson Hamilton 28 - 29.Marcos Rosales 28 - 29.Glenn Trowbridge 26 - 30.
UFC Fight Night 6,Chris Leben vs. Jorge Santiago,W/L,Middleweight Bout,KO/TKO ,2,0:35,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance 
UFC Fight Night 6,Dean Lister vs. Yuki Sasaki,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Abe Belardo 27 - 30.Nelson Hamilton 27 - 30.Marcos Rosales 27 - 30.
UFC Fight Night 6,Josh Koscheck vs. Jonathan Goulet,W/L,Welterweight Bout,KO/TKO ,1,4:10,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back ControlSubmission to Strikes
UFC Fight Night 6,Martin Kampmann vs. Crafton Wallace,W/L,Middleweight Bout,Submission ,1,2:59,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC Fight Night 6,Joe Riggs vs. Jason Von Flue,W/L,Welterweight Bout,Submission ,1,2:01,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Choke From Bottom Guard 
UFC Fight Night 6,Jake O'Brien vs. Kristof Midoux,W/L,Heavyweight Bout,KO/TKO ,2,0:52,3 Rnd (5-5-5),John McCarthy,Punches to Head On Ground 
UFC Fight Night 6,Forrest Petz vs. Sammy Morgan,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 26 - 30.Marcos Rosales 23 - 30.Adalaide Byrd 27 - 30.
UFC Fight Night 6,Anthony Torres vs. Pat Healy,W/L,Welterweight Bout,Submission ,1,2:37,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
UFC 61: Bitter Rivals,Tim Sylvia vs. Andrei Arlovski,W/L,UFC Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Nelson Hamilton 47 - 48.Dave Hagen 46 - 49.Glenn Trowbridge 47 - 48.
UFC 61: Bitter Rivals,Joshua Burkman vs. Josh Neer,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Abe Belardo 28 - 29.Chris Lee 27 - 30.Tony Weeks 28 - 29.
UFC 61: Bitter Rivals,Tito Ortiz vs. Ken Shamrock,W/L,Light Heavyweight Bout,KO/TKO ,1,1:18,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Guard 
UFC 61: Bitter Rivals,Frank Mir vs. Dan Christison,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Abe Belardo 28 - 29.Adalaide Byrd 28 - 29.Glenn Trowbridge 28 - 29.
UFC 61: Bitter Rivals,Joe Stevenson vs. Yves Edwards,W/L,Lightweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),John McCarthy,Facial Cut
UFC 61: Bitter Rivals,Hermes Franca vs. Joe Jordan,W/L,Catch Weight Bout,Submission ,3,0:47,3 Rnd (5-5-5),Yves Lavigne,Triangle Choke From Mount 
UFC 61: Bitter Rivals,Jeff Monson vs. Anthony Perosh,W/L,Heavyweight Bout,KO/TKO ,1,2:42,3 Rnd (5-5-5),Herb Dean,Punches to Head In Clinch 
UFC 61: Bitter Rivals,Cheick Kongo vs. Gilbert Aldana,W/L,Heavyweight Bout,TKO - Doctor's Stoppage ,1,4:13,3 Rnd (5-5-5),Yves Lavigne,Facial Cuts
UFC 61: Bitter Rivals,Drew Fickett vs. Kurt Pellegrino,W/L,Welterweight Bout,Submission ,3,1:20,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
UFC Fight Night 5,Jonathan Goulet vs. Luke Cummo,W/L,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Dave Hagen 27 - 30.Raul Porrata 29 - 29.Glenn Trowbridge 27 - 30.
UFC Fight Night 5,Anderson Silva vs. Chris Leben,W/L,Middleweight Bout,KO/TKO ,1,0:49,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance 
UFC Fight Night 5,Rashad Evans vs. Stephan Bonnar,W/L,Light Heavyweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton 27 - 30.Cecil Peoples 28 - 29.Dalby Shirley 29 - 29.
UFC Fight Night 5,Mark Hominick vs. Jorge Gurgel,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Dave Hagen 28 - 29.Glenn Trowbridge 28 - 29.Adalaide Byrd 28 - 29.
UFC Fight Night 5,Josh Koscheck vs. Dave Menne,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Nelson Hamilton 27 - 30.Raul Porrata 28 - 29.Dalby Shirley 27 - 30.
UFC Fight Night 5,Jason Lambert vs. Branden Lee Hinkle,W/L,Light Heavyweight Bout,KO/TKO ,1,5:00,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground 
UFC Fight Night 5,Jon Fitch vs. Thiago Alves,W/L,Welterweight Bout,KO/TKO ,2,4:37,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head From Bottom GuardUpkick
UFC Fight Night 5,Rob MacDonald vs. Kristian Rothaermel,W/L,Light Heavyweight Bout,Submission ,1,4:01,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Mount 
UFC Fight Night 5,Jorge Santiago vs. Justin Levens,W/L,Middleweight Bout,KO/TKO ,1,2:13,3 Rnd (5-5-5),Mario Yamasaki,Knee to Head In Clinch 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kenny Florian vs. Sam Stout,W/L,Lightweight Bout,Submission ,1,1:46,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Michael Bisping vs. Josh Haynes,W/L,Ultimate Fighter 3 Light Heavyweight Tournament Title Bout,KO/TKO ,2,4:14,3 Rnd (5-5-5),John McCarthy,Punches to Head In Clinch 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kendall Grove vs. Ed Herman,W/L,Ultimate Fighter 3 Middleweight Tournament Title Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Jeff Mullen 28 - 29.Marcos Rosales 28 - 29.Lester Griffin 28 - 29.
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Keith Jardine vs. Wilson Gouveia,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton 28 - 29.Lester Griffin 28 - 29.Glenn Trowbridge 28 - 29.
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Rory Singer vs. Ross Pointon,W/L,Middleweight Bout,Submission ,1,0:44,3 Rnd (5-5-5),Yves Lavigne,Triangle Choke From Bottom Guard 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kalib Starnes vs. Danny Abbadi,W/L,Middleweight Bout,Submission ,1,2:56,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Luigi Fioravanti vs. Solomon Hutcherson,W/L,Middleweight Bout,KO/TKO ,1,4:15,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Matt Hamill vs. Jesse Forbes,W/L,Light Heavyweight Bout,KO/TKO ,1,4:47,3 Rnd (5-5-5),Yves Lavigne,Elbows to Head From Guard 
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Mike Nickels vs. Wes Combs,W/L,Light Heavyweight Bout,Submission ,1,3:10,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke 
UFC 60: Hughes vs Gracie,Matt Hughes vs. Royce Gracie,W/L,Catch Weight Bout,KO/TKO ,1,4:39,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control 
UFC 60: Hughes vs Gracie,Dean Lister vs. Alessio Sakara,W/L,Light Heavyweight Bout,Submission ,1,2:20,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard 
UFC 60: Hughes vs Gracie,Diego Sanchez vs. John Alessio,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Richard Bertrand 27 - 30.Cecil Peoples 28 - 29.Alejandro Rochin 28 - 29.
UFC 60: Hughes vs Gracie,Brandon Vera vs. Assuerio Silva,W/L,Heavyweight Bout,Submission ,1,2:39,3 Rnd (5-5-5),John McCarthy,Guillotine Choke From Bottom Guard 
UFC 60: Hughes vs Gracie,Mike Swick vs. Joe Riggs,W/L,Middleweight Bout,Submission ,1,2:19,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Guard 
UFC 60: Hughes vs Gracie,Jeremy Horn vs. Chael Sonnen,W/L,Middleweight Bout,Submission ,2,1:17,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard 
UFC 60: Hughes vs Gracie,Spencer Fisher vs. Matt Wiman,W/L,Lightweight Bout,KO/TKO ,2,1:43,3 Rnd (5-5-5),John McCarthy,Flying Knee Head 
UFC 60: Hughes vs Gracie,Gabriel Gonzaga vs. Fabiano Scherner,W/L,Heavyweight Bout,KO/TKO ,2,0:24,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance 
UFC 60: Hughes vs Gracie,Melvin Guillard vs. Rick Davis,W/L,Lightweight Bout,KO/TKO ,1,1:37,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance 
UFC 59: Reality Check,Tim Sylvia vs. Andrei Arlovski,W/L,UFC Heavyweight Title Bout,KO/TKO ,1,2:43,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance 
UFC 59: Reality Check,Sean Sherk vs. Nick Diaz,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marco Lopez,Abe Belardo 27 - 30.Cecil Peoples 27 - 30.Alejandro Rochin 27 - 30.
UFC 59: Reality Check,Tito Ortiz vs. Forrest Griffin,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Hector Hernandez 29 - 28.Cecil Peoples 27 - 29.Abe Belardo 27 - 30.
UFC 59: Reality Check,Evan Tanner vs. Justin Levens,W/L,Middleweight Bout,Submission ,1,3:14,3 Rnd (5-5-5),Herb Dean,Triangle Choke After Drop to Guard 
UFC 59: Reality Check,Jeff Monson vs. Marcio Cruz,W/L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Abe Belardo 27 - 30.Alejandro Rochin 29 - 28.Hector Hernandez 28 - 29.
UFC 59: Reality Check,Karo Parisyan vs. Nick Thompson,W/L,Welterweight Bout,KO/TKO ,1,4:44,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back ControlSubmission to Strikes
UFC 59: Reality Check,David Terrell vs. Scott Smith,W/L,Middleweight Bout,Submission ,1,3:08,3 Rnd (5-5-5),Marco Lopez,Rear Naked Choke 
UFC 59: Reality Check,Jason Lambert vs. Terry Martin,W/L,Light Heavyweight Bout,KO/TKO ,2,2:37,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control 
UFC 59: Reality Check,Thiago Alves vs. Derrick Noble,W/L,Welterweight Bout,KO/TKO ,1,2:54,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance 
UFC Fight Night 4,Stephan Bonnar vs. Keith Jardine,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Nelson Hamilton 28 - 29.Cecil Peoples 28 - 29.Abe Belardo 28 - 29.
UFC Fight Night 4,Rashad Evans vs. Sam Hoger,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Marcos Rosales 27 - 30.Glenn Trowbridge 28 - 29.Raul Porrata 29 - 28.
UFC Fight Night 4,Josh Neer vs. Joe Stevenson,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 28 - 29.Abe Belardo 28 - 29.Dave Hagen 28 - 29.
UFC Fight Night 4,Chris Leben vs. Luigi Fioravanti,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Cecil Peoples 27 - 30.Marcos Rosales 27 - 30.Raul Porrata 27 - 30.
UFC Fight Night 4,Luke Cummo vs. Jason Von Flue,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Abe Belardo 27 - 30.Glenn Trowbridge 27 - 30.Dave Hagen 26 - 30.
UFC Fight Night 4,Jon Fitch vs. Joshua Burkman,W/L,Welterweight Bout,Submission ,2,4:57,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
UFC Fight Night 4,Dan Christison vs. Brad Imes,W/L,Heavyweight Bout,Submission ,3,3:37,3 Rnd (5-5-5),John McCarthy,Armbar From Bottom Guard 
UFC Fight Night 4,Josh Koscheck vs. Ansar Chalangov,W/L,Welterweight Bout,Submission ,1,3:29,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC Fight Night 4,Chael Sonnen vs. Trevor Prangley,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30.Cecil Peoples 27 - 30.Marcos Rosales 27 - 30.
UFC 58: USA vs Canada,Rich Franklin vs. David Loiseau,W/L,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Nelson Hamilton 43 - 50.Jeff Mullen 42 - 50.Dalby Shirley 42 - 50.
UFC 58: USA vs Canada,Mike Swick vs. Steve Vigneault,W/L,Middleweight Bout,Submission ,1,2:09,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke From Bottom Guard 
UFC 58: USA vs Canada,Georges St-Pierre vs. BJ Penn,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 28 - 29.Cecil Peoples 29 - 28.Marcos Rosales 28 - 29.
UFC 58: USA vs Canada,Nate Marquardt vs. Joe Doerksen,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Marcos Rosales 27 - 30.Glenn Trowbridge 27 - 30.Lester Griffin 27 - 30.
UFC 58: USA vs Canada,Mark Hominick vs. Yves Edwards,W/L,Lightweight Bout,Submission ,2,1:52,3 Rnd (5-5-5),Mario Yamasaki,Triangle Choke From Bottom Guard 
UFC 58: USA vs Canada,Sam Stout vs. Spencer Fisher,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cecil Peoples 28 - 29.Glenn Trowbridge 29 - 28.Lester Griffin 28 - 29.
UFC 58: USA vs Canada,Jason Lambert vs. Rob MacDonald,W/L,Light Heavyweight Bout,Submission ,1,1:54,3 Rnd (5-5-5),Herb Dean,Kimura From North South 
UFC 58: USA vs Canada,Tom Murphy vs. Icho Larenas,W/L,Heavyweight Bout,KO/TKO ,3,1:59,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Guard 
UFC 57: Liddell vs Couture 3,Chuck Liddell vs. Randy Couture,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,2,1:28,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance 
UFC 57: Liddell vs Couture 3,Brandon Vera vs. Justin Eilers,W/L,Heavyweight Bout,KO/TKO ,1,1:25,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head At Distance 
UFC 57: Liddell vs Couture 3,Marcio Cruz vs. Frank Mir,W/L,Heavyweight Bout,KO/TKO ,1,4:10,3 Rnd (5-5-5),Herb Dean,Punches to Head From Half Guard 
UFC 57: Liddell vs Couture 3,Renato Sobral vs. Mike van Arsdale,W/L,Light Heavyweight Bout,Submission ,1,2:21,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke 
UFC 57: Liddell vs Couture 3,Joe Riggs vs. Nick Diaz,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Abe Belardo 28 - 29.Tony Weeks 27 - 30.Glenn Trowbridge 28 - 29.
UFC 57: Liddell vs Couture 3,Alessio Sakara vs. Elvis Sinosic,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Point Deducted: Illegal Elbows by SakaraAbe Belardo 25 - 29.Cecil Peoples 26 - 29.Jeff Mullen 26 - 29.
UFC 57: Liddell vs Couture 3,Paul Buentello vs. Gilbert Aldana,W/L,Heavyweight Bout,KO/TKO ,2,2:27,3 Rnd (5-5-5),John McCarthy,Punches to Head From Side Control 
UFC 57: Liddell vs Couture 3,Jeff Monson vs. Branden Lee Hinkle,W/L,Heavyweight Bout,Submission ,1,4:35,3 Rnd (5-5-5),Herb Dean,North-South ChokeTechnical Submission
UFC 57: Liddell vs Couture 3,Keith Jardine vs. Mike Whitehead,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 28 - 29.Dalby Shirley 28 - 29.Cecil Peoples 28 - 29.
UFC Fight Night 3,Tim Sylvia vs. Assuerio Silva,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Adalaide Byrd 27 - 30.Cecil Peoples 27 - 30.Dalby Shirley 28 - 29.
UFC Fight Night 3,Stephan Bonnar vs. James Irvin,W/L,Light Heavyweight Bout,Submission ,1,4:30,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control 
UFC Fight Night 3,Joshua Burkman vs. Drew Fickett,W/L,Welterweight Bout,Submission ,1,1:07,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Half Guard 
UFC Fight Night 3,Chris Leben vs. Jorge Rivera,W/L,Middleweight Bout,KO/TKO ,1,1:44,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
UFC Fight Night 3,Josh Neer vs. Melvin Guillard,W/L,Welterweight Bout,Submission ,1,4:20,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard 
UFC Fight Night 3,Duane Ludwig vs. Jonathan Goulet,W/L,Welterweight Bout,KO/TKO ,1,0:06,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance 
UFC Fight Night 3,Spencer Fisher vs. Aaron Riley,W/L,Welterweight Bout,TKO - Doctor's Stoppage ,1,5:00,3 Rnd (5-5-5),John McCarthy,Jaw Injury
UFC Fight Night 3,Jason Von Flue vs. Alex Karalexis,W/L,Welterweight Bout,Submission ,3,1:17,3 Rnd (5-5-5),Steve Mazzagatti,Von Flue Choke From Side ControlTechnical Submission
UFC 56: Full Force,Rich Franklin vs. Nate Quarry,W/L,UFC Middleweight Title Bout,KO/TKO ,1,2:34,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance 
UFC 56: Full Force,Gabriel Gonzaga vs. Kevin Jordan,W/L,Heavyweight Bout,KO/TKO ,3,4:39,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance 
UFC 56: Full Force,Matt Hughes vs. Joe Riggs,W/L,Welterweight Bout,Submission ,1,3:28,3 Rnd (5-5-5),John McCarthy,Kimura From Side Control 
UFC 56: Full Force,Georges St-Pierre vs. Sean Sherk,W/L,Welterweight Bout,KO/TKO ,2,2:53,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Guard 
UFC 56: Full Force,Jeremy Horn vs. Trevor Prangley,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Nelson Hamilton 28 - 29.Marcos Rosales 28 - 29.Glenn Trowbridge 28 - 29.
UFC 56: Full Force,Sam Hoger vs. Jeff Newton,W/L,Light Heavyweight Bout,Submission ,2,2:05,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC 56: Full Force,Thiago Alves vs. Ansar Chalangov,W/L,Welterweight Bout,KO/TKO ,1,2:25,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Mount 
UFC 56: Full Force,Nick Thompson vs. Keith Wisniewski,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30.Cecil Peoples 27 - 30.Jeff Mullen 27 - 30.
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Diego Sanchez vs. Nick Diaz,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Marcos Rosales 27 - 30.Cecil Peoples 27 - 30.Nelson Hamilton 27 - 30.
