EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS
UFC Fight Night: Cejudo vs. Song,Ion Cutelaba vs. Ibo Aslan,W/L,Light Heavyweight Bout,Submission ,1,2:51,3 Rnd (5-5-5),Kevin MacDonald,Arm Triangle From Side Control 
UFC Fight Night: Cejudo vs. Song,Andre Fili vs. Melquizael Costa,L/W,Featherweight Bout,Submission ,1,4:30,3 Rnd (5-5-5),Jeff Hoiby,Guillotine Choke From Bottom Half Guard 
UFC Fight Night: Cejudo vs. Song,Mansur Abdul-Malik vs. Nick Klein,W/L,Middleweight Bout,KO/TKO ,2,3:24,3 Rnd (5-5-5),Jason Herzog,Punches to Head In Clinch 
UFC Fight Night: Cejudo vs. Song,Ricky Simon vs. Javid Basharat,W/L,Bantamweight Bout,KO/TKO ,1,3:58,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance 
UFC Fight Night: Cejudo vs. Song,Nikolay Veretennikov vs. Austin Vanderford,L/W,Catch Weight Bout,KO/TKO ,2,4:13,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head On Ground 
UFC Fight Night: Cejudo vs. Song,Nursulton Ruziboev vs. Eric McConico,W/L,Middleweight Bout,KO/TKO ,2,0:33,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance 
UFC Fight Night: Cejudo vs. Song,Modestas Bukauskas vs. Raffael Cerqueira,W/L,Light Heavyweight Bout,KO/TKO ,1,2:12,3 Rnd (5-5-5),Jeff Hoiby,Punches to Head At Distance 
UFC Fight Night: Cannonier vs. Rodrigues,Jared Cannonier vs. Gregory Rodrigues,W/L,Middleweight Bout,KO/TKO ,4,0:21,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance 
UFC Fight Night: Cannonier vs. Rodrigues,Calvin Kattar vs. Youssef Zalal,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Bell 28 - 29.Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.
UFC Fight Night: Cannonier vs. Rodrigues,Edmen Shahbazyan vs. Dylan Budka,W/L,Middleweight Bout,KO/TKO ,1,1:35,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance 
UFC Fight Night: Cannonier vs. Rodrigues,Ismael Bonfim vs. Nazim Sadykhov,L/W,Lightweight Bout,TKO - Doctor's Stoppage ,1,5:00,3 Rnd (5-5-5),Mark Smith,
UFC Fight Night: Cannonier vs. Rodrigues,Rodolfo Vieira vs. Andre Petroski,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Bryan Miner 28 - 29.
UFC Fight Night: Cannonier vs. Rodrigues,Connor Matthews vs. Jose Delgado,L/W,Featherweight Bout,KO/TKO ,1,2:58,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Mount 
UFC Fight Night: Cannonier vs. Rodrigues,Angela Hill vs. Ketlen Souza,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 29 - 28.Sal D'amato 28 - 29.
UFC Fight Night: Cannonier vs. Rodrigues,Rafael Estevam vs. Jesus Santos Aguilar,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Eric Colon 28 - 29.Sal D'amato 28 - 29.
UFC Fight Night: Cannonier vs. Rodrigues,Gabriel Bonfim vs. Khaos Williams,W/L,Welterweight Bout,Submission ,2,4:58,3 Rnd (5-5-5),Herb Dean,D'Arce Choke On Ground 
UFC Fight Night: Cannonier vs. Rodrigues,Vince Morales vs. Elijah Smith,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.
UFC Fight Night: Cannonier vs. Rodrigues,Don'Tale Mayes vs. Valter Walker,L/W,Heavyweight Bout,Submission ,1,1:17,3 Rnd (5-5-5),Dan Miragliotta,Heel Hook On Ground 
UFC Fight Night: Cannonier vs. Rodrigues,Julia Avila vs. Jacqueline Cavalcanti,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30.Eric Colon 27 - 30.Sal D'amato 27 - 30.
UFC 312: Du Plessis vs. Strickland 2,Dricus Du Plessis vs. Sean Strickland,W/L,UFC Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Ben Cartlidge 46 - 49.Sal D'amato 45 - 50.Clemens Werner 45 - 50.
UFC 312: Du Plessis vs. Strickland 2,Zhang Weili vs. Tatiana Suarez,W/L,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,Mike Bell 46 - 49.David Lethaby 46 - 49.Mark Collett 45 - 49.
UFC 312: Du Plessis vs. Strickland 2,Justin Tafa vs. Talisson Teixeira,L/W,Heavyweight Bout,KO/TKO ,1,0:35,3 Rnd (5-5-5),Rich Mitchell,Elbow to Head At Distance 
UFC 312: Du Plessis vs. Strickland 2,Jimmy Crute vs. Rodolfo Bellato,D/D,Light Heavyweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 28.David Lethaby 28 - 28.Mark Collett 27 - 29.
UFC 312: Du Plessis vs. Strickland 2,Jake Matthews vs. Francisco Prado,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Sal D'amato 27 - 30.Charlie Keech 27 - 30.Clemens Werner 27 - 30.
UFC 312: Du Plessis vs. Strickland 2,Jack Jenkins vs. Gabriel Santos,L/W,Featherweight Bout,Submission ,3,2:06,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke 
UFC 312: Du Plessis vs. Strickland 2,Tom Nolan vs. Viacheslav Borshchev,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.Charlie Keech 28 - 29.David Lethaby 27 - 30.
UFC 312: Du Plessis vs. Strickland 2,Wang Cong vs. Bruna Brasil,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mark Collett 27 - 30.Sal D'amato 27 - 30.Clemens Werner 27 - 30.
UFC 312: Du Plessis vs. Strickland 2,Colby Thicknesse vs. Aleksandre Topuria,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jim Perdios,Mike Bell 27 - 30.Ben Cartlidge 27 - 30.Charlie Keech 27 - 30.
UFC 312: Du Plessis vs. Strickland 2,Rong Zhu vs. Kody Steele,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Sal D'amato 27 - 30.Evan Field 27 - 30.Clemens Werner 27 - 30.
UFC 312: Du Plessis vs. Strickland 2,Jonathan Micallef vs. Kevin Jousset,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Mark Collett 28 - 29.Charlie Keech 28 - 29.David Lethaby 28 - 29.
UFC 312: Du Plessis vs. Strickland 2,Quillan Salkilld vs. Anshul Jubli,W/L,Lightweight Bout,KO/TKO ,1,0:19,3 Rnd (5-5-5),Jim Perdios,Punch to Head At Distance 
UFC 311: Makhachev vs. Moicano,Islam Makhachev vs. Renato Moicano,W/L,UFC Lightweight Title Bout,Submission ,1,4:05,5 Rnd (5-5-5-5-5),Herb Dean,D'Arce Choke On Ground 
UFC 311: Makhachev vs. Moicano,Merab Dvalishvili vs. Umar Nurmagomedov,W/L,UFC Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Chris Leben 47 - 48.Chris Crail 46 - 49.Mike Bell 47 - 48.
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,W/L,Light Heavyweight Bout,KO/TKO ,3,3:01,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground 
UFC 311: Makhachev vs. Moicano,Jailton Almeida vs. Serghei Spivac,W/L,Heavyweight Bout,KO/TKO ,1,4:53,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Back Control 
UFC 311: Makhachev vs. Moicano,Kevin Holland vs. Reinier de Ridder,L/W,Middleweight Bout,Submission ,1,3:31,3 Rnd (5-5-5),Frank Trigg,Rear Naked Choke 
UFC 311: Makhachev vs. Moicano,Payton Talbott vs. Raoni Barcelos,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Leben 27 - 30.Jonathan Romero 27 - 30.Chris Crail 26 - 30.
UFC 311: Makhachev vs. Moicano,Zach Reese vs. Azamat Bekoev,L/W,Middleweight Bout,KO/TKO ,1,3:04,3 Rnd (5-5-5),Blake Grice,Punches to Head From Guard 
UFC 311: Makhachev vs. Moicano,Bogdan Guskov vs. Billy Elekana,W/L,Light Heavyweight Bout,Submission ,2,3:33,3 Rnd (5-5-5),Mike Beltran,Guillotine Choke On Ground 
UFC 311: Makhachev vs. Moicano,Grant Dawson vs. Diego Ferreira,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 27 - 30.
UFC 311: Makhachev vs. Moicano,Karol Rosa vs. Ailin Perez,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Sal D'amato 28 - 29.Jonathan Romero 28 - 29.Chris Crail 27 - 30.
UFC 311: Makhachev vs. Moicano,Rinya Nakamura vs. Muin Gafurov,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Chris Leben 27 - 30.Derek Cleary 27 - 30.Felicia Oh 27 - 30.
UFC 311: Makhachev vs. Moicano,Ricky Turcios vs. Benardo Sopaj,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Frank Trigg,Brian Tyler27 - 30.Felicia Oh 27 - 30.Ron McCarthy 28 - 29.
UFC 311: Makhachev vs. Moicano,Tagir Ulanbekov vs. Clayton Carpenter,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Blake Grice,Brian Tyler27 - 30.Jonathan Romero 27 - 30.RaphaelDavis 28 - 29.
UFC Fight Night: Dern vs. Ribas 2,Mackenzie Dern vs. Amanda Ribas,W/L,Women's Strawweight Bout,Submission ,3,4:56,5 Rnd (5-5-5-5-5),Mark Smith,Armbar From Mount 
UFC Fight Night: Dern vs. Ribas 2,Santiago Ponzinibbio vs. Carlston Harris,W/L,Welterweight Bout,KO/TKO ,3,3:13,3 Rnd (5-5-5),Kerry Hatley,Punches to Head At Distance 
UFC Fight Night: Dern vs. Ribas 2,Cesar Almeida vs. Abdul Razak Alhassan,W/L,Middleweight Bout,KO/TKO ,1,4:16,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance 
UFC Fight Night: Dern vs. Ribas 2,Chris Curtis vs. Roman Kopylov,L/W,Middleweight Bout,KO/TKO ,3,4:59,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance 
UFC Fight Night: Dern vs. Ribas 2,Christian Rodriguez vs. Austin Bashi,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.David Lethaby 28 - 29.Bryan Miner 28 - 29.
UFC Fight Night: Dern vs. Ribas 2,Punahele Soriano vs. Uros Medic,W/L,Welterweight Bout,KO/TKO ,1,0:31,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance 
UFC Fight Night: Dern vs. Ribas 2,Jose Johnson vs. Felipe Bunes,L/W,Flyweight Bout,Submission ,1,2:04,3 Rnd (5-5-5),Kerry Hatley,Armbar On Ground 
UFC Fight Night: Dern vs. Ribas 2,Marco Tulio vs. Ihor Potieria,W/L,Middleweight Bout,KO/TKO ,1,3:04,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground 
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.
UFC Fight Night: Dern vs. Ribas 2,Preston Parsons vs. Jacobe Smith,L/W,Welterweight Bout,KO/TKO ,1,1:13,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance 
UFC Fight Night: Dern vs. Ribas 2,Ernesta Kareckaite vs. Nicolle Caliari,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 28 - 29.Mike Bell 29 - 28.Ron McCarthy 28 - 29.
UFC Fight Night: Dern vs. Ribas 2,Magomed Gadzhiyasulov vs. Bruno Lopes,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 28 - 29.David Lethaby 28 - 29.Bryan Miner 28 - 29.
UFC Fight Night: Dern vs. Ribas 2,Fatima Kline vs. Viktoriia Dudakova,W/L,Women's Strawweight Bout,KO/TKO ,2,4:27,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Half Guard 
UFC Fight Night: Dern vs. Ribas 2,Nurullo Aliev vs. Joe Solecki,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,David Lethaby 27 - 30.Mike Bell 28 - 29.Sal D'amato 28 - 29.
UFC Fight Night: Covington vs. Buckley,Colby Covington vs. Joaquin Buckley,L/W,Welterweight Bout,TKO - Doctor's Stoppage ,3,4:42,5 Rnd (5-5-5-5-5),Dan Miragliotta,Cut above eye
UFC Fight Night: Covington vs. Buckley,Cub Swanson vs. Billy Quarantillo,W/L,Featherweight Bout,KO/TKO ,3,1:36,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance 
UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Gustavo da Silva,W/L,Flyweight Bout,KO/TKO ,3,1:57,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance 
UFC Fight Night: Covington vs. Buckley,Vitor Petrino vs. Dustin Jacoby,L/W,Light Heavyweight Bout,KO/TKO ,3,3:44,3 Rnd (5-5-5),Andrew Glenn,Punch to Head At Distance 
UFC Fight Night: Covington vs. Buckley,Adrian Yanez vs. Daniel Marcos,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 27 - 30.Chris Lee 29 - 28.Eric Colon 28 - 29.
UFC Fight Night: Covington vs. Buckley,Navajo Stirling vs. Tuco Tokkos,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jason Grenier 27 - 30.Eric Colon 27 - 30.Derek Cleary 27 - 30.
UFC Fight Night: Covington vs. Buckley,Michael Johnson vs. Ottman Azaitar,W/L,Lightweight Bout,KO/TKO ,2,2:03,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance 
UFC Fight Night: Covington vs. Buckley,Joel Alvarez vs. Drakkar Klose,W/L,Lightweight Bout,KO/TKO ,1,2:48,3 Rnd (5-5-5),Dan Miragliotta,Knee to Head At Distance 
UFC Fight Night: Covington vs. Buckley,Sean Woodson vs. Fernando Padilla,W/L,Featherweight Bout,KO/TKO ,1,4:58,3 Rnd (5-5-5),Andrew Glenn,Punches to Head At Distance 
UFC Fight Night: Covington vs. Buckley,Miles Johns vs. Felipe Lima,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Troy Wincapaw 27 - 30.Chris Lee 27 - 30.Sal D'amato 27 - 30.
UFC Fight Night: Covington vs. Buckley,Miranda Maverick vs. Jamey-Lyn Horth,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Andrew Glenn,Solimar Miranda 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 28 - 29.Eric Colon 27 - 30.Christopher Edgehill 27 - 30.
UFC Fight Night: Covington vs. Buckley,Josefine Knutsson vs. Piera Rodriguez,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 27 - 30.Jason Grenier 27 - 30.Sal D'amato 27 - 30.
UFC 310: Pantoja vs. Asakura,Alexandre Pantoja vs. Kai Asakura,W/L,UFC Flyweight Title Bout,Submission ,2,2:05,5 Rnd (5-5-5-5-5),Jason Herzog,Rear Naked Choke 
UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov vs. Ian Garry,W/L,Welterweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 47 - 48.Chris Lee 47 - 48.Ron McCarthy 47 - 48.
UFC 310: Pantoja vs. Asakura,Ciryl Gane vs. Alexander Volkov,W/L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29.Eric Colon 29 - 28.Junichiro Kamijo 28 - 29.
UFC 310: Pantoja vs. Asakura,Bryce Mitchell vs. Kron Gracie,W/L,Featherweight Bout,KO/TKO ,3,0:39,3 Rnd (5-5-5),Keith Peterson,Elbows to Head From Guard 
UFC 310: Pantoja vs. Asakura,Nate Landwehr vs. Dooho Choi,L/W,Featherweight Bout,KO/TKO ,3,3:21,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Crucifix 
UFC 310: Pantoja vs. Asakura,Dominick Reyes vs. Anthony Smith,W/L,Light Heavyweight Bout,KO/TKO ,2,4:46,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground 
UFC 310: Pantoja vs. Asakura,Vicente Luque vs. Themba Gorimbo,W/L,Welterweight Bout,Submission ,1,0:52,3 Rnd (5-5-5),Mark Smith,Anaconda Choke On Ground 
UFC 310: Pantoja vs. Asakura,Movsar Evloev vs. Aljamain Sterling,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.
UFC 310: Pantoja vs. Asakura,Randy Brown vs. Bryan Battle,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 29 - 28.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.
UFC 310: Pantoja vs. Asakura,Chris Weidman vs. Eryk Anders,L/W,Catch Weight Bout,KO/TKO ,2,4:51,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground 
UFC 310: Pantoja vs. Asakura,Cody Durden vs. Joshua Van,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Eric Colon 26 - 30.Ron McCarthy 27 - 30.
UFC 310: Pantoja vs. Asakura,Michael Chiesa vs. Max Griffin,W/L,Welterweight Bout,Submission ,3,1:56,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke 
UFC 310: Pantoja vs. Asakura,Clay Guida vs. Chase Hooper,L/W,Lightweight Bout,Submission ,1,3:41,3 Rnd (5-5-5),Keith Peterson,Armbar From Mount 
UFC 310: Pantoja vs. Asakura,Kennedy Nzechukwu vs. Lukasz Brzeski,W/L,Heavyweight Bout,KO/TKO ,1,4:51,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance 
UFC Fight Night: Yan vs. Figueiredo,Petr Yan vs. Deiveson Figueiredo,W/L,Bantamweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,Sal D'amato 45 - 50.David Lethaby 45 - 50.Clemens Werner 45 - 50.
UFC Fight Night: Yan vs. Figueiredo,Yan Xiaonan vs. Tabatha Ricci,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 27 - 30.Mark Collett 27 - 30.Vito Paolillo 27 - 30.
UFC Fight Night: Yan vs. Figueiredo,Song Kenan vs. Muslim Salikhov,L/W,Welterweight Bout,KO/TKO ,1,3:49,3 Rnd (5-5-5),Mark Craig,Kick to Head At DistanceWheel kick
UFC Fight Night: Yan vs. Figueiredo,Wang Cong vs. Gabriella Fernandes,L/W,Women's Flyweight Bout,Submission ,2,3:49,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke 
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mark Christie 27 - 30.Vito Paolillo 27 - 30.Evan Field 28 - 29.
UFC Fight Night: Yan vs. Figueiredo,Zhang Minyang vs. Ozzy Diaz,W/L,Light Heavyweight Bout,KO/TKO ,1,2:25,3 Rnd (5-5-5),Kevin Sataki,Elbow to Head At Distance 
UFC Fight Night: Yan vs. Figueiredo,Baergeng Jieleyisi vs. Soo Young Yoo,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd + OT (5-5-5-5),Mike Beltran,Mark Christie 27 - 30.Clemens Werner 27 - 30.David Lethaby 28 - 29.
UFC Fight Night: Yan vs. Figueiredo,Kiru Sahota vs. Dong Hyun Choi,L/W,Flyweight Bout,KO/TKO ,1,2:36,3 Rnd + OT (5-5-5-5),Mark Craig,Punch to Head At Distance 
UFC Fight Night: Yan vs. Figueiredo,Song Shi Ming vs. Feng Xiaocan,W/L,Women's Strawweight Bout,KO/TKO ,3,0:46,3 Rnd + OT (5-5-5-5),Kevin Sataki,Kick to Head At Distance 
UFC Fight Night: Yan vs. Figueiredo,Nyamjargal Tumendemberel vs. Carlos Hernandez,L/W,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29.Sal D'amato 29 - 28.Clemens Werner 28 - 29.
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh vs. Jose Ochoa,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Craig,Mark Christie 27 - 30.Evan Field 28 - 29.Vito Paolillo 28 - 29.
UFC Fight Night: Yan vs. Figueiredo,Xiao Long vs. Quang Le,W/L,Bantamweight Bout,KO/TKO ,3,1:28,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance 
UFC Fight Night: Yan vs. Figueiredo,Maheshate vs. Nikolas Motta,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Evan Field 27 - 30.David Lethaby 27 - 30.Vito Paolillo 27 - 30.
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,W/L,UFC Heavyweight Title Bout,KO/TKO ,3,4:29,5 Rnd (5-5-5-5-5),Herb Dean,Spinning Back Kick Body 
UFC 309: Jones vs. Miocic,Charles Oliveira vs. Michael Chandler,W/L,Lightweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Eric Colon 46 - 49.Junichiro Kamijo 46 - 49.Ron McCarthy 45 - 49.
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Bolinski 27 - 30.Sal D'amato 27 - 30.Bryan Miner 27 - 30.
UFC 309: Jones vs. Miocic,Viviane Araujo vs. Karine Silva,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.
UFC 309: Jones vs. Miocic,Mauricio Ruffy vs. James Llontop,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 28 - 29.Ron McCarthy 28 - 29.Bryan Miner 28 - 29.
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Bolinski 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.
UFC 309: Jones vs. Miocic,Jim Miller vs. Damon Jackson,W/L,Lightweight Bout,Submission ,1,2:44,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke After Drop to Guard 
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Chris Bolinski 27 - 30.Chris Lee 27 - 30.Ron McCarthy 27 - 30.
UFC 309: Jones vs. Miocic,Marcin Tybura vs. Rodolfo Marques Diniz,W/L,Heavyweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Herb Dean,
UFC 309: Jones vs. Miocic,Mickey Gall vs. Ramiz Brahimaj,L/W,Welterweight Bout,KO/TKO ,1,2:55,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head At Distance 
UFC 309: Jones vs. Miocic,Bassil Hafez vs. Oban Elliott,L/W,Welterweight Bout,KO/TKO ,3,0:40,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance 
UFC 309: Jones vs. Miocic,Veronica Macedo vs. Eduarda Moura,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Junichiro Kamijo 27 - 30.Chris Bolinski 28 - 29.Bryan Miner 28 - 29.
UFC Fight Night: Magny vs. Prates,Neil Magny vs. Carlos Prates,L/W,Welterweight Bout,KO/TKO ,1,4:50,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance 
UFC Fight Night: Magny vs. Prates,Gerald Meerschaert vs. Reinier de Ridder,L/W,Middleweight Bout,Submission ,3,1:44,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Mount 
UFC Fight Night: Magny vs. Prates,Gaston Bolanos vs. Cortavious Romious,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Tony Weeks 26 - 30.Chris Lee 27 - 30.Sal D'amato 27 - 30.
UFC Fight Night: Magny vs. Prates,Luana Pinheiro vs. Gillian Robertson,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 29.Adalaide Byrd 28 - 29.Mike Bell 28 - 29.
UFC Fight Night: Magny vs. Prates,Mansur Abdul-Malik vs. Dusko Todorovic,W/L,Middleweight Bout,KO/TKO ,1,2:44,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground 
UFC Fight Night: Magny vs. Prates,Karolina Kowalkiewicz vs. Denise Gomes,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Mike Bell 27 - 30.Derek Cleary 28 - 29.
UFC Fight Night: Magny vs. Prates,Elizeu Zaleski dos Santos vs. Zachary Scroggin,W/L,Welterweight Bout,KO/TKO ,1,1:15,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground 
